Date,Open,High,Low,Close,Volume,Ticker
2023-05-08,140.44458535391118,141.62033988455215,139.6996386119108,140.46253967285156,1495200,TGT
2023-05-09,139.74451110976423,141.68316661183923,139.49320543673215,141.2882537841797,1886000,TGT
2023-05-10,141.97036567869287,142.9756020549977,139.13419972893618,141.5664825439453,2804800,TGT
2023-05-11,141.2523583948114,142.98457347093756,140.49842768297574,142.58966064453125,2832000,TGT
2023-05-12,141.6293186780427,142.97560495122724,140.04069704104788,141.7998504638672,3361600,TGT
2023-05-15,141.78189492534693,144.31290597568213,141.27029957227637,144.11546325683594,4055200,TGT
2023-05-16,142.20885838577288,145.3443577941054,139.787198346279,141.78416442871094,5805900,TGT
2023-05-17,140.78118213792294,147.14253359910083,140.16672566156348,145.4437713623047,8387700,TGT
2023-05-18,145.36242015000062,146.04012151396896,138.47697870420038,139.31732177734375,7881600,TGT
2023-05-19,139.96794244023553,140.30228455158246,136.38064144448222,137.6005096435547,4456000,TGT
2023-05-22,136.4439084074911,138.01618092496005,135.33248175590208,137.2661895751953,3717000,TGT
2023-05-23,135.83849203920596,136.74209405067845,132.77528177182907,132.9740753173828,4374100,TGT
2023-05-24,131.74517305780896,131.8264939279173,128.42895540507064,129.30545043945312,6738300,TGT
2023-05-25,128.4741050937208,128.49218099141993,125.28439164939492,127.18196105957033,7409500,TGT
2023-05-26,126.78436656076973,126.93797721247844,123.98320924887746,125.53739166259766,8100400,TGT
2023-05-30,124.89584496858348,125.50125653491833,120.70313306505436,120.93806457519533,10931900,TGT
2023-05-31,121.29951206730884,122.22117598722514,118.03750897821756,118.30857849121094,20234400,TGT
2023-06-01,116.20320747584904,119.30255531121088,114.5315384799287,118.51642608642578,13678400,TGT
2023-06-02,118.58871786955424,120.43205967189506,117.97426141019348,120.37784576416016,7594000,TGT
2023-06-05,118.97726868258114,119.73629102157568,117.21524761424682,118.01042175292967,7702900,TGT
2023-06-06,117.5586324402778,120.14293485963182,117.40500795816185,119.90798950195312,6065200,TGT
2023-06-07,119.30256035196042,119.55556778644036,118.3808825332857,119.04955291748048,5504400,TGT
2023-06-08,118.8236311232326,119.97120921597651,117.66702197654544,118.61580657958984,6162000,TGT
2023-06-09,117.01643263708324,118.0104001282988,114.71224529862474,114.7483901977539,9404100,TGT
2023-06-12,115.02853575135708,115.1098566211322,113.02253823633832,114.28758239746094,8248400,TGT
2023-06-13,115.2092273412556,116.92606521393849,114.52248805582175,116.3116226196289,6916300,TGT
2023-06-14,116.7453569635508,121.56155650751931,115.59778564049034,120.38687133789062,14968700,TGT
2023-06-15,122.08566075651665,124.76935966732415,121.62482872285528,124.552490234375,10063100,TGT
2023-06-16,124.75125719997374,124.75125719997374,120.7573390618578,120.91094970703124,9903000,TGT
2023-06-20,120.28749118511332,120.44110186719374,118.751370576437,119.92605590820312,5355200,TGT
2023-06-21,119.60074758159465,121.06457824192032,118.6700387311566,120.37784576416016,3845500,TGT
2023-06-22,120.57662275366272,120.86576815123136,118.760374366322,119.62783813476562,4620600,TGT
2023-06-23,118.38087366446705,119.64592452996322,117.75739996841064,119.12183380126952,6975500,TGT
2023-06-26,119.59173080997824,122.40193359547062,119.58268596569498,121.5344696044922,4831100,TGT
2023-06-27,120.35976986331386,121.84167642214628,119.64593043169994,119.7362823486328,6047600,TGT
2023-06-28,119.90796647811804,120.52242292497928,119.16702010769563,119.70014190673828,4601900,TGT
2023-06-29,119.70918415967974,121.13687691531166,119.06763448736132,120.09774017333984,6055200,TGT
2023-06-30,120.91096436770502,120.94711616381676,118.4893179672916,119.1850814819336,7316200,TGT
2023-07-03,118.90495941798709,122.27540411211984,118.90495941798709,121.8597412109375,4134600,TGT
2023-07-05,121.29952751032144,121.52542799182228,119.7182241398156,119.7724380493164,5186900,TGT
2023-07-06,119.16703344277072,120.15195629112314,117.8567995424819,118.22727966308594,4882300,TGT
2023-07-07,117.9200305128842,119.47422665409118,117.3417259339143,117.51341247558594,4256800,TGT
2023-07-10,117.72123223423807,119.14892462161065,117.72123223423807,119.04049682617188,3831300,TGT
2023-07-11,119.31158792257052,121.35373702562984,118.70617630861464,120.53145599365234,4089200,TGT
2023-07-12,121.8507301870635,122.35674508012356,120.03448141777146,120.09774017333984,3758300,TGT
2023-07-13,120.51337318073828,121.35373006296986,119.8989305467366,120.0164031982422,3077400,TGT
2023-07-14,119.35677312831936,119.88989494678025,118.06462901362214,118.299560546875,4124300,TGT
2023-07-17,118.19114824657234,118.2182552044345,116.15804367967444,117.477294921875,4731500,TGT
2023-07-18,117.784515633472,119.24834632984334,116.60078553800471,118.20016479492188,3786400,TGT
2023-07-19,118.82366979749736,120.1158141132378,118.26344093756772,119.90798950195312,3229200,TGT
2023-07-20,120.29653099651304,122.248300713196,119.7091814612659,121.66096496582033,4174700,TGT
2023-07-21,122.10370706625716,123.2151333415572,120.72119751243152,121.15492248535156,4034200,TGT
2023-07-24,121.37179734255542,122.52840651444554,120.92902750805494,122.35671997070312,2622600,TGT
2023-07-25,122.06756453027378,122.73623482961722,120.486261371499,120.72120666503906,3849400,TGT
2023-07-26,119.96216674545822,122.47417857818702,119.69109724311754,121.50733184814452,5180100,TGT
2023-07-27,122.2844609227672,124.9500840784511,121.5344696044922,121.5344696044922,5538800,TGT
2023-07-28,122.75432660923754,123.55853176823972,121.81457288922329,121.98625946044922,2957500,TGT
2023-07-31,122.221187942254,123.69406345031082,122.221187942254,123.3145523071289,6055300,TGT
2023-08-01,123.18804025828092,123.37778892309878,120.1338616329987,120.17001342773438,4060700,TGT
2023-08-02,119.45617649812716,121.16398365306674,119.11281712866688,120.66699981689452,3562700,TGT
2023-08-03,120.38686713508513,121.11878240636972,119.81760736179132,119.93506622314452,3723100,TGT
2023-08-04,120.90195004066258,121.64289650902678,119.24835673045236,119.7543716430664,3481500,TGT
2023-08-07,120.19712889154005,120.81157156685956,118.67907052614754,119.2212371826172,3036700,TGT
2023-08-08,118.02847778333891,118.5616133922336,116.88091327799062,118.35377502441406,4359100,TGT
2023-08-09,118.68812322443304,119.33871774010596,117.70318660706566,118.01042175292967,2761200,TGT
2023-08-10,118.59775083208304,119.73628427643747,117.93812529758274,118.299560546875,4375600,TGT
2023-08-11,117.49535254690636,118.99533499203234,117.486321491648,118.41703033447266,3804000,TGT
2023-08-14,118.12786908044129,119.1128056014911,116.4471690439548,116.94415283203124,4425100,TGT
2023-08-15,116.6069534693202,117.85550946755602,113.8820253717058,113.96405029296876,9416500,TGT
2023-08-16,123.03195279315835,123.25978974277533,116.2241836261185,117.33602905273438,23754400,TGT
2023-08-17,117.14462455143996,121.07254472940586,117.04437575049768,118.57544708251952,8659600,TGT
2023-08-18,118.1198025716912,120.68068796082002,117.61855844252273,119.57796478271484,5755800,TGT
2023-08-21,118.92178687965188,120.07008017341931,116.1330577088524,116.46114349365234,5928600,TGT
2023-08-22,114.39237650566214,114.89362059312695,111.76769725965246,113.86380004882812,8791100,TGT
2023-08-23,113.29875940560902,114.27390128371032,111.9043983694768,112.28716278076172,4797500,TGT
